show_id,type,title,director,cast,country,rating,release_year,day_added,month_added,year_added,duration_value,duration_type,listed_in
s2436,MOVIE,LIFE'S SPEED BUMP,WAEL EHSAN,"AHMED HELMY, NOUR, EZZAT ABOU AOUF, AHMED RATEB, AHMED SAEED ABDEL-GHANY, MENNA ARAFA",EGYPT,TV-14,2006,2.0,6.0,2020.0,109,MIN,"COMEDIES, INTERNATIONAL MOVIES"
s2437,MOVIE,MR. ROMANTIC,AHMED AL-BADRY,"MOHAMED EMAM, HASSAN HOSNY, LEBLEBA, MEDHAT TEKHA, BASSEM SAMRA, DOMINIQUE HOURANI, SAEED TARABEEK, DIAA EL MERGHANY, NAHLA ZAKI, SAAD EL SOGHAYAR",N/S,TV-14,2009,2.0,6.0,2020.0,97,MIN,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s2438,MOVIE,MY HORRIBLE GRANDMA,SAMEH ABDULAZIZ,"SHAIMAA ABDELKADER, SAMIHA AYYOUB, FIFY EL SEBAAY, EMY SAMIR GHANIM, MOHAMED HENEDI, BASSEM SAMRA",EGYPT,TV-MA,2012,2.0,6.0,2020.0,100,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s2439,MOVIE,SORRY TO DISTURB,KHALED MAREI,"AHMED HELMY, MAHMOUD HEMEIDA, MENNA SHALABY, DALAL ABDELAZIZ, MOHAMED SHARAF, TAREK EL TILMISANY, MOHAMMED EL SADAANY, SAMY MAGHAWRY, AHMED FOUAD SELIM, AHMED RAMAH",EGYPT,TV-14,2008,2.0,6.0,2020.0,116,MIN,"DRAMAS, INTERNATIONAL MOVIES"
s2440,MOVIE,THE STUDENT COP,WAEL IHSAN,"KARIM ABDEL AZIZ, HASSAN HOSNY, GHADA ADEL, MAHA AHMED, RAMEZ GALAL, MOHAMED RAGAB, MOHAMED EL DAFRAWY",EGYPT,TV-14,2004,2.0,6.0,2020.0,111,MIN,"ACTION & ADVENTURE, COMEDIES, INTERNATIONAL MOVIES"
s2441,MOVIE,TRUE: RAINBOW RESCUE,N/S,"MICHELA LUCI, JAMIE WATSON, ERIC PETERSON, ANNA CLAIRE BARTLAM, NICOLAS AQUI, CORY DORAN, JULIE LEMIEUX, DEREK MCGRATH",CANADA,TV-Y,2020,2.0,6.0,2020.0,24,MIN,CHILDREN & FAMILY MOVIES
s2442,MOVIE,WHAT'S UP?,IZIDORE K. MUSALLAM,"HISHAM ABDULRAHMAN, TURKI AL-YUSUF, MAIS HAMDAN, KHALED SAMI, MISHAL AL-MUTAIRI, HIND MUHAMED","SAUDI ARABIA, UNITED ARAB EMIRATES",TV-PG,2006,2.0,6.0,2020.0,95,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s2443,MOVIE,X LARGE,SHERIF ARAFA,"AHMED HELMY, DONIA SAMIR GHANIM, IBRAHIM NASR, YASMIN RAEIS, SAEED TARABEEK",EGYPT,TV-14,2011,2.0,6.0,2020.0,135,MIN,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s2444,MOVIE,122,YASIR AL YASIRI,"AMINA KHALIL, AHMED DAWOOD, TAREK LOTFY, AHMED EL FISHAWY, MAHMOUD HIJAZI, JIHANE KHALIL, ASMAA GALAL, TARA EMAD",EGYPT,TV-MA,2019,1.0,6.0,2020.0,95,MIN,"HORROR MOVIES, INTERNATIONAL MOVIES"
s2445,TV SHOW,CARDCAPTOR SAKURA,N/S,"MIWA MATSUMOTO, MOTOKO KUMAI, NOZOMU SASAKI, HIDEYUKI TANAKA, JUNKO IWAO, EMI MOTOI, YUKANA, AYA HISAKAWA, KATSUYUKI KONISHI, EMI SHINOHARA, SAKURA TANGE, RYOKA YUZUKI, MINAKO KOTOBUKI, YUMI TOMA, NATSUKI HANAE, ISSEI MIYAZAKI, TOMOKAZU SEKI, KAZUO HAYASHI, MASAYA ONOSAKA, MINORI SUZUKI, MEGUMI OGATA",JAPAN,TV-Y7,1999,1.0,6.0,2020.0,2,SEASONS,"ANIME SERIES, INTERNATIONAL TV SHOWS"
s2446,MOVIE,CHIPPA,SAFDAR RAHMAN,"SUNNY PAWAR, CHANDAN ROY SANYAL, GAUTAM SARKAR, SUMEET THAKUR, MALA MUKHERJEE, MASOOD AKHTAR, VEER RAJWANT SINGH, JOYRAJ BHATTACHARYA",INDIA,TV-14,2020,1.0,6.0,2020.0,92,MIN,"COMEDIES, DRAMAS, INDEPENDENT MOVIES"
s2447,MOVIE,COOK OFF,TOMAS BRICKHILL,"TENDAIISHE CHITIMA, TENDAI NGUNI, JESESE MUNGOSHI, EDDIE SANDIFOLO, CHARMAINE MUJERI, KUDZAI SEVENZO, FUNGAI MAJAYA, EUGENE ZIMBUDZI, CHIMWEMWE CHIPIDZA, KEVIN HANSSEN, ZIHLO, MICHAEL KUDAKWASHE",ZIMBABWE,TV-G,2017,1.0,6.0,2020.0,100,MIN,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s2448,TV SHOW,DEAR MY FRIENDS,N/S,"SHIN GU, KIM YEONG-OK, KIM HYE-JA, NA MUN-HEE, JU HYUN, YOUN YUH-JUNG, PARK WON-SUK, GO DU-SIM, KO HYUN-JUNG",SOUTH KOREA,TV-MA,2016,1.0,6.0,2020.0,1,SEASONS,"INTERNATIONAL TV SHOWS, KOREAN TV SHOWS, TV DRAMAS"
s2449,MOVIE,KALEK SHANAB,HANI AL-SHAIBANI,"SAAD ABDULLAH, MOHAMED ALKENDI, AMMAR RAHMA, MARIA KHAN, MSABEH BIN HASHIM, HANI ABD AL GHANI, ZAYED MOHAMMED MAHMOUD, KHALED ABDULLAH",UNITED ARAB EMIRATES,TV-PG,2019,1.0,6.0,2020.0,80,MIN,"COMEDIES, INTERNATIONAL MOVIES"
s2450,TV SHOW,MEGALOBOX,N/S,"YOSHIMASA HOSOYA, SHIRO SAITO, HIROKI YASUMOTO, NANAKO MORI, MICHIYO MURASE, HIROYUKI KINOSHITA",JAPAN,TV-MA,2018,1.0,6.0,2020.0,1,SEASONS,"ANIME SERIES, INTERNATIONAL TV SHOWS"
s2451,TV SHOW,MIDNIGHT DINER,N/S,"KAORU KOBAYASHI, TOSHIKI AYATA, MANSAKU FUWA, YUTAKA MATSUSHIGE, KEN MITSUISHI, SHOHEI UNO, TAKASHI YAMANAKA, KIYOFUMI KANEKO, RISA SUDOU, ASAKO KOBAYASHI, NAHOKO YOSHIMOTO, JOE ODAGIRI",JAPAN,TV-MA,2014,1.0,6.0,2020.0,3,SEASONS,"INTERNATIONAL TV SHOWS, TV DRAMAS"
s2452,MOVIE,MIRAI,MAMORU HOSODA,"MOKA KAMISHIRAISHI, HARU KUROKI, GEN HOSHINO, KUMIKO ASO, MITSUO YOSHIHARA, YOSHIKO MIYAZAKI, KOJI YAKUSHO, MASAHARU FUKUYAMA","JAPAN, UNITED STATES",PG,2018,1.0,6.0,2020.0,98,MIN,"ACTION & ADVENTURE, ANIME FEATURES, CHILDREN & FAMILY MOVIES"
s2453,TV SHOW,MY SHY BOSS,N/S,"YEON WOO-JIN, PARK HYE-SU, YOON BAK, GONG SEUNG-YEON",SOUTH KOREA,TV-MA,2017,1.0,6.0,2020.0,1,SEASONS,"INTERNATIONAL TV SHOWS, KOREAN TV SHOWS, ROMANTIC TV SHOWS"
s2454,TV SHOW,REVOLUTIONARY LOVE,N/S,"CHOI SI-WON, KANG SO-RA, GONG MYOUNG",SOUTH KOREA,TV-MA,2017,1.0,6.0,2020.0,1,SEASONS,"INTERNATIONAL TV SHOWS, KOREAN TV SHOWS, ROMANTIC TV SHOWS"
s2455,MOVIE,THE DISASTER ARTIST,JAMES FRANCO,"JAMES FRANCO, DAVE FRANCO, SETH ROGEN, JOSH HUTCHERSON, ARI GRAYNOR, ALISON BRIE, JACKI WEAVER, ZAC EFRON, HANNIBAL BURESS, JASON MANTZOUKAS, NATHAN FIELDER, PAUL SCHEER, MEGAN MULLALLY, SHARON STONE, TOMMY WISEAU",UNITED STATES,R,2017,1.0,6.0,2020.0,104,MIN,"COMEDIES, DRAMAS"
s2456,MOVIE,THE STOLEN,NIALL JOHNSON,"ALICE EVE, JACK DAVENPORT, GRAHAM MCTAVISH, STAN WALKER, RICHARD O'BRIEN, COHEN HOLLOWAY, STIG ELDRED, EMILY CORCORAN, GILLIAN MACGREGOR, MIKAELA RUEGG","UNITED KINGDOM, GERMANY, UNITED ARAB EMIRATES, NEW ZEALAND",TV-14,2016,1.0,6.0,2020.0,98,MIN,DRAMAS
s2457,MOVIE,HIGH STRUNG FREE DANCE,MICHAEL DAMIAN,"JULIET DOHERTY, THOMAS DOHERTY, JANE SEYMOUR, HARRY JARVIS, JOSHUA SINCLAIR-EVANS, ACE BHATTI, DESMOND RICHARDSON, KIKA MARKHAM","ROMANIA, UNITED STATES",TV-14,2019,31.0,5.0,2020.0,104,MIN,"DRAMAS, MUSIC & MUSICALS, ROMANTIC MOVIES"
s2458,MOVIE,FREEJ AL TAIBEEN,AHMED ZAIN,"ALI AL SHEHHI, HUDA AL GHANIM, MUHAMMED MURSHED, YASER ALNEYADI, KHALED AL-NUAIMI, NASSER AL-DHAHNANI, NAWAL CHAMOUN, IMAN HUSEIN",UNITED ARAB EMIRATES,TV-PG,2018,29.0,5.0,2020.0,99,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s2459,MOVIE,KENNY SEBASTIAN: THE MOST INTERESTING PERSON IN THE ROOM,ANGSHUMAN GHOSH,KENNY SEBASTIAN,INDIA,TV-MA,2020,29.0,5.0,2020.0,68,MIN,STAND-UP COMEDY
s2460,TV SHOW,SPACE FORCE,N/S,"STEVE CARELL, JOHN MALKOVICH, BEN SCHWARTZ, DIANA SILVERS, TAWNY NEWSOME, JIMMY O. YANG, DON LAKE, LISA KUDROW, FRED WILLARD, SPENCER HOUSE, OWEN DANIELS, HECTOR DURAN, CHRIS GETHARD, APARNA NANCHERLA",UNITED STATES,TV-MA,2020,29.0,5.0,2020.0,1,SEASONS,TV COMEDIES
s2461,MOVIE,THE OTHER,YOUSSEF CHAHINE,"NABILA EBEID, MAHMOUD HEMEIDA, HANAN TURK, HANI SALAMA, LEBLEBA, HASSAN ABDEL HAMID, EZZAT ABOU AOUF, AHMED FOUAD SELIM, AMR SAAD, AHMAD WAFIQ","FRANCE, EGYPT",TV-MA,1999,29.0,5.0,2020.0,106,MIN,"DRAMAS, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s2462,TV SHOW,"CAN'T COPE, WON'T COPE",N/S,"SEÁNA KERSLAKE, NIKA MCGUIGAN, SHEILA MOYLETTE, MUIRIS CROWLEY, STEVE BLOUNT, AMY HUBERMAN, LAURENCE O'FUARAIN, SEÁN ÓG CAIRNS, HANNAH SHEEHAN, PETER CAMPION",IRELAND,TV-MA,2018,28.0,5.0,2020.0,2,SEASONS,"TV COMEDIES, TV DRAMAS"
s2463,TV SHOW,DOROHEDORO,N/S,"WATARU TAKAGI, REINA KONDO, KENYU HORIUCHI, YOSHIMASA HOSOYA, YU KOBAYASHI, KENGO TAKANASHI, MIYU TOMITA, TORU NARA, MITSUHIRO ICHIKI, HISAO EGAWA, SOUNGDOK, MAYU UDONO, ANRI KATSU, SHINICHIRO MIKI, HOZUMI GODA, TETSU INADA, TAKUMA TERASHIMA, RYOHEI KIMURA, YUKI KAJI",JAPAN,TV-MA,2020,28.0,5.0,2020.0,1,SEASONS,"ANIME SERIES, INTERNATIONAL TV SHOWS"
s2464,MOVIE,GRANDMOTHER'S FARM,AHMED ZEIN,"SAEED AL-SHERYANI, YASER ALNEYADI, KHALED AL-NUAIMI, ABDULLAH AL HAMIRI, ABDULLAH AL-RAMSI, MUHAMMED MURSHED, MEERA ALI, AM RASHED, AMAL MOHAMMED, AISHA AL SUWAIDI",UNITED ARAB EMIRATES,TV-14,2014,28.0,5.0,2020.0,71,MIN,"COMEDIES, HORROR MOVIES, INTERNATIONAL MOVIES"
s2465,MOVIE,GRANDMOTHER'S FARM PART 2,AHMED ZEIN,"MANSOUR AL FELEI, SAEED AL-SHERYANI, YASER ALNEYADI, KHALED AL-NUAIMI, ABDULLAH AL HAMIRI, ABDULLAH AL-RAMSI, SALAMA ALMAZROUEI, AM RASHED, AISHA AL SUWAIDI, MUHAMMED MURSHED",UNITED ARAB EMIRATES,TV-14,2015,28.0,5.0,2020.0,80,MIN,"COMEDIES, HORROR MOVIES, INTERNATIONAL MOVIES"
s2466,MOVIE,INTUITION,ALEJANDRO MONTIEL,"LUISANA LOPILATO, JOAQUÍN FURRIEL, RAFAEL FERRO, MAITE LANATA, JUAN MANUEL GUILERA, ABEL AYALA, SEBASTIÁN MOGORDOY, DELFINA CHAVES, MARITA BALLESTEROS, MIRIAM ODORICO",ARGENTINA,TV-MA,2020,28.0,5.0,2020.0,116,MIN,"DRAMAS, INTERNATIONAL MOVIES, THRILLERS"
s2467,TV SHOW,MAKO MERMAIDS: AN H2O ADVENTURE,N/S,"LUCY FRY, IVY LATIMER, AMY RUFFLE, CHAI ROMRUEN, ISABEL DURANT, ALLIE BERTRAM, LINDA NGO, GEMMA FORSYTH, DOMINIC DEUTSCHER, KERITH ATKINSON, ROWAN HILLS, BROOKE NICHOLE LEE",AUSTRALIA,TV-G,2016,28.0,5.0,2020.0,4,SEASONS,"KIDS' TV, TV COMEDIES"
s2468,MOVIE,I'M NO LONGER HERE,FERNANDO FRÍAS DE LA PARRA,"JUAN DANIEL GARCÍA, ANGELINA CHEN, JONATHAN ESPINOZA, CORAL PUENTE, TANIA ALVARADO, FANNY TOVAR, LUIS LEONARDO ZAPATA, YAHIR ALDAY, LEONARDO GARZA, YOCELIN CORONADO, DEYANIRA CORONADO","MEXICO, UNITED STATES",TV-MA,2019,27.0,5.0,2020.0,112,MIN,"DRAMAS, INDEPENDENT MOVIES, INTERNATIONAL MOVIES"
s2469,MOVIE,HANNAH GADSBY: DOUGLAS,MADELEINE PARRY,HANNAH GADSBY,AUSTRALIA,TV-MA,2020,26.0,5.0,2020.0,73,MIN,STAND-UP COMEDY
s2470,MOVIE,NE ZHA,YU YANG,"LÜ YANTING, JOSEPH, HAN MO, CHEN HAO, LÜ QI, ZHANG JIAMING, YANG WEI",CHINA,TV-14,2019,25.0,5.0,2020.0,110,MIN,"ACTION & ADVENTURE, COMEDIES, INTERNATIONAL MOVIES"
s2471,TV SHOW,SUPERGIRL,JESSE WARN,"MELISSA BENOIST, MEHCAD BROOKS, CHYLER LEIGH, JEREMY JORDAN, DAVID HAREWOOD, CALISTA FLOCKHART, EMMA TREMBLAY, ADRIAN PASDAR, KATIE MCGRATH, DAVID ST. LOUIS, ODETTE ANNABLE, FLORIANA LIMA, ERICA DURANCE",UNITED STATES,TV-14,2019,25.0,5.0,2020.0,5,SEASONS,"TV ACTION & ADVENTURE, TV SCI-FI & FANTASY"
s2472,MOVIE,UNCUT GEMS,"JOSH SAFDIE, BENNY SAFDIE","ADAM SANDLER, LAKEITH STANFIELD, KEVIN GARNETT, JULIA FOX, IDINA MENZEL, ERIC BOGOSIAN, JUDD HIRSCH, ABEL TESFAYE",UNITED STATES,R,2019,25.0,5.0,2020.0,135,MIN,"DRAMAS, THRILLERS"
s2473,TV SHOW,BETAAL,N/S,"VIINEET KUMAR, AAHANA KUMRA, SUCHITRA PILLAI, JATIN GOSWAMI, SIDDHARTH MENON, MANJIRI PUPALA, YASHWANT WASNIK, SAVITA BAJAJ, JITENDRA JOSHI, SYNA ANAND",INDIA,TV-MA,2020,24.0,5.0,2020.0,1,SEASONS,"INTERNATIONAL TV SHOWS, TV ACTION & ADVENTURE, TV HORROR"
s2474,TV SHOW,DYNASTY,N/S,"ELIZABETH GILLIES, NATHALIE KELLEY, GRANT SHOW, JAMES MACKAY, RAFAEL DE LA FUENTE, ALAN DALE, SAM ADEGOKE, ROBERT CHRISTOPHER RILEY",UNITED STATES,TV-14,2019,23.0,5.0,2020.0,3,SEASONS,TV DRAMAS
s2475,MOVIE,ONE DAY WE'LL TALK ABOUT TODAY,ANGGA DWIMAS SASONGKO,"RACHEL AMANDA, RIO DEWANTO, SHELIA DARA, DONNY DAMARA, SUSAN BACHTIAR, OKA ANTARA, NIKEN ANJANI, ARDHITO PRAMONO",INDONESIA,TV-G,2020,23.0,5.0,2020.0,128,MIN,"DRAMAS, INTERNATIONAL MOVIES"
s2476,MOVIE,SI DOEL THE MOVIE 3,RANO KARNO,"RANO KARNO, CORNELIA AGATHA, MAUDY KOESNAEDI, SUTY KARNO, MANDRA NAIH, AMINAH TJENDRAKASIH, REY BONG, AKHMAD ZULHOIR MARDIA",INDONESIA,TV-G,2020,23.0,5.0,2020.0,93,MIN,"DRAMAS, INTERNATIONAL MOVIES, MUSIC & MUSICALS"
s2477,TV SHOW,HISTORY 101,N/S,N/S,UNITED KINGDOM,TV-14,2020,22.0,5.0,2020.0,1,SEASONS,"BRITISH TV SHOWS, DOCUSERIES, INTERNATIONAL TV SHOWS"
s2478,MOVIE,LIVING IN BONDAGE: BREAKING FREE,RAMSEY NOUAH,"SWANKY JKA, KENNETH OKONKWO, RAMSEY NOUAH, ENYINNA NWIGWE, NANCY ISIME, SHAWN FAQUA, MUNACHI ABII, ZULU ADIGWE",NIGERIA,TV-MA,2019,22.0,5.0,2020.0,149,MIN,"HORROR MOVIES, INTERNATIONAL MOVIES, THRILLERS"
s2479,MOVIE,MODEST HEROES: PONOC SHORT FILMS THEATRE,"HIROMASA YONEBAYASHI, YOSHIYUKI MOMOSE, AKIHIKO YAMASHITA","FUMINO KIMURA, RIO SUZUKI, MACHIKO ONO, SOTA SHINOHARA, KENTARO SAKAGUCHI, JOE ODAGIRI, MIN TANAKA",JAPAN,PG,2018,22.0,5.0,2020.0,54,MIN,"ANIME FEATURES, CHILDREN & FAMILY MOVIES"
s2480,MOVIE,THE LOVEBIRDS,MICHAEL SHOWALTER,"ISSA RAE, KUMAIL NANJIANI, PAUL SPARKS, ANNA CAMP, KYLE BORNHEIMER, NICHOLAS X. PARSONS, ANDRENE WARD-HAMMOND, CATHERINE COHEN, BARRY ROTHBART",UNITED STATES,R,2020,22.0,5.0,2020.0,87,MIN,"ACTION & ADVENTURE, COMEDIES, ROMANTIC MOVIES"
s2481,TV SHOW,TRAILER PARK BOYS: THE ANIMATED SERIES,"NORM HISCOCK, GARY HOWSAM, MIKE SMITH, JOHN PAUL TREMBLAY, ROBB WELLS","MIKE SMITH, JOHN PAUL TREMBLAY, ROBB WELLS, JOHN DUNSWORTH, PAT ROACH, CORY BOWLES, JACOB ROLFE, TYRONE PARSONS, SARAH DUNSWORTH, JEANNA HARRISON, MARGUERITE MCNEIL",CANADA,TV-MA,2020,22.0,5.0,2020.0,2,SEASONS,TV COMEDIES
s2482,MOVIE,#FRIENDBUTMARRIED,RAKO PRIJANTO,"ADIPATI DOLKEN, VANESHA PRESCILLA, RENDI JHON, BEBY TSABINA, DENIRA WIRAGUNA, REFAL HADY, DIANDRA AGATHA, SARI NILA",INDONESIA,TV-G,2018,21.0,5.0,2020.0,102,MIN,"DRAMAS, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s2483,MOVIE,BYE BYE LONDON,ALMUNSIF ALSUWAISI,"ABDULHUSSAIN ABDULREDAH, GHANEM AL-SALEH, MARIAM AL-GHADBAN, DAWOOD HUSSAIN, ENTESAR ALSHARAH, MOHAMED GABER",KUWAIT,TV-14,1981,21.0,5.0,2020.0,177,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s2484,MOVIE,FIFTY YEAR OLD TEENAGER,FOUAD AL SHATTI,"ABDULHUSSAIN ABDULREDAH, HAIFAA ADEL, DAWOOD HUSSAIN, MOHAMED GABER",N/S,TV-14,1996,21.0,5.0,2020.0,204,MIN,"COMEDIES, INTERNATIONAL MOVIES"
s2485,MOVIE,LOCK YOUR GIRLS IN,FOUAD EL-MOHANDES,"FOUAD EL-MOHANDES, SANAA YOUNES, SHERIHAN, AHMED RATEB, IJLAL ZAKI, ZAKARIYA MOWAFI",N/S,TV-PG,1982,21.0,5.0,2020.0,233,MIN,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s2486,MOVIE,MUJERES ARRIBA,ANDRÉS FEDDERSEN,"LORETTO BERNAL, NATALIA VALDEBENITO, ALISON MANDEL, MATÍAS ASSLER, CRISTIÁN RIQUELME, DIEGO CASANUEVA, SAMUEL GONZÁLEZ, CONSUELO HOLZAPFEL, ESTEBAN ROJAS, AMANDA MÜLLER",CHILE,TV-14,2019,21.0,5.0,2020.0,98,MIN,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s2487,TV SHOW,MYSTIC POP-UP BAR,N/S,"HWANG JUNG-EUM, YOOK SUNG-JAE, CHOI WON-YOUNG, LEE JUN-HYEOK, JEONG DA-EUN, NA IN-WOO, YEOM HYE-RAN, PARK EUN-HYE, PARK SI-EUN, SONG GEON-HEE, KIM HEE-JUNG, AHN TAE-HWAN",SOUTH KOREA,TV-MA,2020,21.0,5.0,2020.0,1,SEASONS,"INTERNATIONAL TV SHOWS, KOREAN TV SHOWS, TV COMEDIES"
s2488,MOVIE,NO LONGER KIDS,SAMIR AL ASFORY,"SAID SALEH, HASSAN MOUSTAFA, AHMED ZAKI, YOUNES SHALABI, NADIA SHUKRI, KARIMA MOKHTAR",EGYPT,TV-14,1979,21.0,5.0,2020.0,237,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s2489,MOVIE,RAYA AND SAKINA,HUSSEIN KAMAL,"SUHAIR EL-BABILI, SHADIA, ABDEL MONEIM MADBOULY, AHMED BEDIR",N/S,TV-14,1984,21.0,5.0,2020.0,230,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s2490,MOVIE,SAYED THE SERVANT,HUSSEIN KAMAL,"ADEL IMAM, OMAR EL-HARIRI, RAJA AL-JEDDAWI, MOSTAFA MITWALI, MOSHIRA ISMAIL, BADR NOFAL",N/S,TV-14,1985,21.0,5.0,2020.0,173,MIN,"COMEDIES, INTERNATIONAL MOVIES"
s2491,MOVIE,THE MARRIED COUPLES,HASSAN ABDULSALAM,"SAMIR GHANEM, GEORGE SIDHUM, SHERINE, NAGAH EL-MOGUI",EGYPT,TV-14,1981,21.0,5.0,2020.0,195,MIN,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s2492,MOVIE,THE SCHOOL OF MISCHIEF,HOUSSAM EL-DIN MUSTAFA,"SUHAIR EL-BABILI, ADEL EMAM, SAEED SALEH, YOUNES SHALABI, HADI EL-GAYYAR, AHMAD ZAKI, HASSAN MOUSTAFA",EGYPT,TV-14,1973,21.0,5.0,2020.0,253,MIN,"COMEDIES, DRAMAS, INTERNATIONAL MOVIES"
s2493,MOVIE,THE WITNESS WHO DIDN'T SEE ANYTHING,"MUHAMMAD FADL, HANY MOTAWIE","ADEL IMAM, NAHED GABR, OMAR EL-HARIRI, NAZIM SHARAWY, BADR NOFAL, SAEED TARABEEK, HALA FAKHER, SAMIR WALEY ELDEIN, SAMI GAWHAR, SHAWQI SHAMEKH, NASR SEIF",EGYPT,TV-PG,1976,21.0,5.0,2020.0,157,MIN,"COMEDIES, INTERNATIONAL MOVIES"
s2494,MOVIE,ANCHOR BABY,LONZO NZEKWE,"OMONI OBOLI, SAM SARPONG, TERRI OLIVER, COLIN PARADINE, MARK CASSIUS","CANADA, NIGERIA",TV-MA,2010,20.0,5.0,2020.0,97,MIN,"DRAMAS, INTERNATIONAL MOVIES"
s2495,MOVIE,BEN PLATT LIVE FROM RADIO CITY MUSIC HALL,"ALEX TIMBERS, SAM WRENCH",BEN PLATT,UNITED STATES,TV-PG,2020,20.0,5.0,2020.0,85,MIN,MUSIC & MUSICALS
s2496,TV SHOW,ESPECIAL 20 AÑOS FÚTBOL DE PRIMERA,N/S,N/S,N/S,TV-14,2020,20.0,5.0,2020.0,1,SEASONS,"DOCUSERIES, INTERNATIONAL TV SHOWS, SPANISH-LANGUAGE TV SHOWS"
s2497,MOVIE,HONEYTRAP,REBECCA JOHNSON,"JESSICA SULA, LUCIEN LAVISCOUNT, NTONGA MWANZA, NAOMI RYAN, DANIELLE VITALIS, LAUREN JOHNS, TOSIN COLE, SAVANNAH GORDON-LIBURD, MODUPE ADEYEYE",UNITED KINGDOM,TV-MA,2014,20.0,5.0,2020.0,94,MIN,"DRAMAS, INDEPENDENT MOVIES"
s2498,MOVIE,I WILL FOLLOW,AVA DUVERNAY,"SALLI RICHARDSON-WHITFIELD, MICHOLE BRIANA WHITE, OMARI HARDWICK, TRACIE THOMS, DIJON TALTON, DAMONE ROBERTS, BLAIR UNDERWOOD, BEVERLY TODD",UNITED STATES,TV-14,2010,20.0,5.0,2020.0,80,MIN,"DRAMAS, INDEPENDENT MOVIES, ROMANTIC MOVIES"
s2499,MOVIE,MUTINY OF THE WORKER BEES,CARLOS MORETT,"GUSTAVO EGELHAAF, ALEJANDRO SUÁREZ, BÁRBARA DE REGIL, MAURICIO ARGÜELLES, CÉSAR RODRÍGUEZ, FERNANDO BECERRIL, ANNA CARREIRO, CARLOS MACÍAS, JOSÉ SEFAMI, RAQUEL GARZA",MEXICO,TV-MA,2020,20.0,5.0,2020.0,94,MIN,"COMEDIES, INTERNATIONAL MOVIES"
s2500,TV SHOW,THE QUEEN AND THE CONQUEROR,N/S,"ESSINED APONTE, EMMANUEL ESPARZA, KEPA AMUCHASTEGUI, MANUEL NAVARRO, AROHA HAFEZ, ILENIA ANTONINI, ALEJANDRO RODRÍGUEZ, CRISTINA WARNER, JULIETTE ARRIETA, FERNANDO CAMPO, CAMILO JIMÉNEZ, JAIRO CAMARGO, ADELAIDA BUSCATO",COLOMBIA,TV-14,2020,20.0,5.0,2020.0,1,SEASONS,"INTERNATIONAL TV SHOWS, SPANISH-LANGUAGE TV SHOWS, TV DRAMAS"
s2501,MOVIE,WHAT ARE THE ODDS?,MEGHA RAMASWAMY,"YASHASWINI DAYAMA, KARANVIR MALHOTRA, ABHAY DEOL, PRIYANKA BOSE, MONICA DOGRA, SULABHA ARYA, MANU RISHI CHADHA, ANANYA MELKOTE",INDIA,TV-MA,2020,20.0,5.0,2020.0,92,MIN,"COMEDIES, DRAMAS, INDEPENDENT MOVIES"
s2502,MOVIE,EITHER ME OR MY AUNTIE,SAEED HAMED,"MOHAMED HENEDI, DONIA SAMIR GHANIM, HASSAN HOSNY, FADIA ABDEL GHANY, ALAA MORSY, LOTFY LABIB, NABIL ISSA, HATEM JAMEL, ALAA ZINHOM, HALA SARHAN",EGYPT,TV-PG,2006,19.0,5.0,2020.0,105,MIN,"COMEDIES, INTERNATIONAL MOVIES"
s2503,MOVIE,ESCAPING TEL AVIV,SHERIF ARAFA,"KARIM ABDEL AZIZ, MONA ZAKI, SHERIF MOUNIR, ENTSAR, SALEM KLASS, SABRI ABDULMONEM, KINDA ALLOUSH, YASSER ALI MAHER, KAMAL SULIMAN, JERJES JBARA",EGYPT,TV-14,2009,19.0,5.0,2020.0,120,MIN,"ACTION & ADVENTURE, INTERNATIONAL MOVIES"
s2504,MOVIE,GAME OVER,AHMED AL-BADRY,"YOUSRA, MAI EZZ EL-DIN, EZZAT ABOU AOUF, MOHAMED NOUR",EGYPT,TV-14,2012,19.0,5.0,2020.0,96,MIN,"COMEDIES, INTERNATIONAL MOVIES, ROMANTIC MOVIES"
s2505,MOVIE,KARKAR,ALI RAGAB,"MOHAMED SAAD, HASSAN HOSNY, RAGAA AL-GEDDAWY, YASMIN ABDULAZIZ, ALAA MORSY",EGYPT,TV-14,2007,19.0,5.0,2020.0,107,MIN,"COMEDIES, INTERNATIONAL MOVIES"
